seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
LR796270.1	60611	No terminal repeats	NA	72	11	0.9997	0.0003	10	87.3445	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_024210.1	47112	No terminal repeats	NA	71	11	0.9997	0.0003	17	97.3049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Drexlerviridae
LR798344.1	36803	No terminal repeats	NA	53	11	0.9997	0.0003	10	52.1905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796541.1	39947	No terminal repeats	NA	50	11	0.9997	0.0003	9	25.8464	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796139.1	44995	No terminal repeats	NA	67	11	0.9997	0.0003	8	32.9165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_019521.1	60749	No terminal repeats	NA	82	11	0.9997	0.0003	4	34.7387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OR666137.1	61427	No terminal repeats	NA	91	11	0.9997	0.0003	24	126.4782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
MK016663.1	44871	No terminal repeats	NA	65	11	0.9997	0.0003	7	98.8151	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
OP073953.1	15031	No terminal repeats	NA	20	11	0.9997	0.0003	3	14.9036	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_025422.1	54588	No terminal repeats	NA	79	11	0.9997	0.0003	19	71.8412	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MH809530.1	61760	No terminal repeats	NA	67	11	0.9997	0.0003	5	72.3680	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae
LR796204.1	40420	No terminal repeats	NA	55	11	0.9997	0.0003	7	71.6409	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MW380984.1	51721	No terminal repeats	NA	65	11	0.9997	0.0003	12	67.9219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chaseviridae
BK028423.1	54443	No terminal repeats	NA	54	11	0.9997	0.0003	8	43.6262	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZER01000311.1	11341	No terminal repeats	NA	10	11	0.9997	0.0003	0	13.0500	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN855768.1	46852	DTR	NA	55	11	0.9997	0.0003	13	61.1909	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
LR796761.1	39964	No terminal repeats	NA	58	11	0.9997	0.0003	5	64.3165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MG592629.1	47739	No terminal repeats	NA	67	11	0.9997	0.0003	5	45.1205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zobellviridae
NC_042061.1	61892	No terminal repeats	NA	60	11	0.9997	0.0003	16	90.1483	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_070774.1	40065	No terminal repeats	NA	70	11	0.9997	0.0003	12	62.7543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN813685.1	42205	No terminal repeats	NA	67	11	0.9997	0.0003	15	79.1184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798214.1	37649	No terminal repeats	NA	44	11	0.9997	0.0003	6	55.5810	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PBIO01000022.1	38856	No terminal repeats	NA	54	11	0.9997	0.0003	9	54.2353	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798211.1	38915	No terminal repeats	NA	54	11	0.9997	0.0003	5	56.3539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MG592422.1	49567	No terminal repeats	NA	90	11	0.9997	0.0003	13	73.2709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_055871.1	55109	No terminal repeats	NA	79	11	0.9997	0.0003	3	84.7352	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;
NZ_BRRI01000008.1|provirus_1_35113	35113	Provirus	1-35113	49	11	0.9997	0.0003	11	60.6411	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZZC01000172.1	18767	No terminal repeats	NA	39	11	0.9997	0.0003	2	27.3259	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PAPZ01000036.1	16494	No terminal repeats	NA	18	11	0.9997	0.0003	5	30.9060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OM293948.2	61217	No terminal repeats	NA	67	11	0.9997	0.0003	8	44.2865	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Herelleviridae
RHBQ01000476.1	2729	No terminal repeats	NA	4	11	0.9997	0.0003	1	6.3554	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK033224.1	14211	No terminal repeats	NA	20	11	0.9997	0.0003	4	16.8482	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK813942.1	41963	DTR	NA	62	11	0.9997	0.0003	8	63.3289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LJCX01000030.1|provirus_30_36076	36047	Provirus	30-36076	46	11	0.9997	0.0003	8	30.0397	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_030948.1	60773	No terminal repeats	NA	81	11	0.9997	0.0003	7	63.1579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OP075159.1	13085	No terminal repeats	NA	15	11	0.9997	0.0003	4	17.1828	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN582076.1	44400	No terminal repeats	NA	80	11	0.9997	0.0003	6	45.4631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798265.1	30989	No terminal repeats	NA	50	11	0.9997	0.0003	6	46.4253	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_005262.3	57631	No terminal repeats	NA	66	11	0.9997	0.0003	10	86.9289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JABIPJ010000061.1	27456	No terminal repeats	NA	29	11	0.9997	0.0003	11	36.2455	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048049.1	60389	No terminal repeats	NA	66	11	0.9997	0.0003	7	100.3278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
LR796178.1	57070	No terminal repeats	NA	63	11	0.9997	0.0003	9	64.2633	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ON042750.1	17798	No terminal repeats	NA	20	11	0.9997	0.0003	8	24.6093	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK043257.1	38263	No terminal repeats	NA	59	11	0.9997	0.0003	10	38.1370	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_027204.1	60602	No terminal repeats	NA	88	11	0.9997	0.0003	20	83.2440	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZOU01000019.1	10937	No terminal repeats	NA	24	11	0.9997	0.0003	0	13.4199	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PAOR01000016.1	24398	No terminal repeats	NA	23	11	0.9997	0.0003	3	38.5836	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
NC_009817.1	48456	No terminal repeats	NA	65	11	0.9997	0.0003	7	36.1084	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892565.1	61958	No terminal repeats	NA	92	11	0.9997	0.0003	16	82.5790	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK028473.1	15907	ITR	NA	22	11	0.9997	0.0003	4	24.4667	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892639.1	33817	No terminal repeats	NA	62	11	0.9997	0.0003	5	75.3846	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK045666.1	16974	No terminal repeats	NA	20	11	0.9997	0.0003	4	17.6135	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892552.1	36137	No terminal repeats	NA	54	11	0.9997	0.0003	5	74.3343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796187.1	61703	No terminal repeats	NA	72	11	0.9997	0.0003	1	71.5966	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PP209424.1	60599	No terminal repeats	NA	72	11	0.9997	0.0003	24	76.0069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
BK035361.1	13284	No terminal repeats	NA	15	11	0.9997	0.0003	6	20.8666	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_023426.1	58506	No terminal repeats	NA	68	11	0.9997	0.0003	4	27.9037	Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Pokkesviricetes;Chitovirales;Poxviridae
NC_071138.1	47797	No terminal repeats	NA	76	11	0.9997	0.0003	17	102.1156	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OR050627.1	60758	No terminal repeats	NA	71	11	0.9997	0.0003	4	28.4721	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
AZFC01000030.1	5020	No terminal repeats	NA	10	11	0.9997	0.0003	0	8.4244	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK054917.1	13145	No terminal repeats	NA	14	11	0.9997	0.0003	4	14.2989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_027988.2	47636	No terminal repeats	NA	82	11	0.9997	0.0003	6	65.4772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zobellviridae
NC_011142.1	47453	No terminal repeats	NA	78	11	0.9997	0.0003	15	77.2102	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_047900.1	62078	No terminal repeats	NA	65	11	0.9997	0.0003	15	100.0591	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_022774.1	56486	No terminal repeats	NA	80	11	0.9997	0.0003	5	100.4490	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MH517022.1	50526	No terminal repeats	NA	48	11	0.9997	0.0003	8	42.1090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MK892785.1	31239	No terminal repeats	NA	45	11	0.9997	0.0003	11	68.4265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFWJA010000022.1	18303	ITR	NA	26	11	0.9997	0.0003	5	17.8674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ON381767.1	18400	No terminal repeats	NA	22	11	0.9997	0.0003	3	13.7463	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DPSJ01000151.1	3534	No terminal repeats	NA	9	11	0.9997	0.0003	0	7.8930	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MIAI01000201.1	6840	No terminal repeats	NA	3	11	0.9997	0.0003	0	4.4166	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN855826.1	11839	No terminal repeats	NA	23	11	0.9997	0.0003	2	21.0973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
DRCE01000157.1	8805	No terminal repeats	NA	7	11	0.9997	0.0003	1	7.2571	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048660.1	60689	No terminal repeats	NA	79	11	0.9997	0.0003	7	59.0866	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048792.1	62195	No terminal repeats	NA	69	11	0.9997	0.0003	0	42.0915	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Chimalliviridae
PP059645.1	16810	ITR	NA	21	11	0.9997	0.0003	3	12.0280	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAFYIP010000093.1	16834	No terminal repeats	NA	24	11	0.9997	0.0003	3	11.5972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK031586.1	19634	No terminal repeats	NA	27	11	0.9997	0.0003	4	17.5806	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_062753.1	53385	No terminal repeats	NA	100	11	0.9997	0.0003	7	81.9574	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MZ043613.1	62615	No terminal repeats	NA	93	11	0.9997	0.0003	16	61.9031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796245.1	50017	No terminal repeats	NA	92	11	0.9997	0.0003	8	50.8555	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK055710.1	13693	No terminal repeats	NA	23	11	0.9997	0.0003	3	16.8116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796235.1	60854	No terminal repeats	NA	64	11	0.9997	0.0003	0	85.3990	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK016125.1	34233	No terminal repeats	NA	40	11	0.9997	0.0003	2	32.0508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MT949699.1	60839	No terminal repeats	NA	86	11	0.9997	0.0003	28	112.2159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
BK038642.1	18709	No terminal repeats	NA	27	11	0.9997	0.0003	4	34.8376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK022677.1	19182	No terminal repeats	NA	24	11	0.9997	0.0003	3	21.7677	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGBUI010000333.1	7925	No terminal repeats	NA	16	11	0.9997	0.0003	1	6.8731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798288.1	60587	No terminal repeats	NA	78	11	0.9997	0.0003	19	90.3039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK041972.1	60704	No terminal repeats	NA	66	11	0.9997	0.0003	8	33.8933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KU886272.1	40306	DTR	NA	64	11	0.9997	0.0003	5	67.7522	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_006953.1	37966	No terminal repeats	NA	56	11	0.9997	0.0003	11	51.3116	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MW824370.1	60671	No terminal repeats	NA	97	11	0.9997	0.0003	12	47.7301	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK016136.1	60686	No terminal repeats	NA	63	11	0.9997	0.0003	0	26.0541	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
PBIO01000029.1	18719	No terminal repeats	NA	24	11	0.9997	0.0003	2	26.0080	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAHAAJ010000056.1	13867	ITR	NA	17	11	0.9997	0.0003	3	18.6343	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KU686197.1	33236	No terminal repeats	NA	21	11	0.9997	0.0003	6	33.8874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
BK015645.1	46300	No terminal repeats	NA	51	11	0.9997	0.0003	3	30.7369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MG592599.1	47017	No terminal repeats	NA	57	11	0.9997	0.0003	4	45.0661	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Zobellviridae
NZ_CAJPDG010000001.1|provirus_28681_62081	33401	Provirus	28681-62081	40	11	0.9997	0.0003	7	41.0327	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR881137.1	63119	No terminal repeats	NA	67	11	0.9997	0.0003	14	99.7499	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
MG592535.1	37551	No terminal repeats	NA	60	11	0.9997	0.0003	10	45.2530	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_055841.1	60635	No terminal repeats	NA	84	11	0.9997	0.0003	19	69.2442	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796879.1	39192	No terminal repeats	NA	53	11	0.9997	0.0003	7	55.1910	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_073480.1	18277	No terminal repeats	NA	21	11	0.9997	0.0003	3	18.6031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796144.1	40784	No terminal repeats	NA	65	11	0.9997	0.0003	5	48.0309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NHJZ01000021.1	8964	No terminal repeats	NA	19	11	0.9997	0.0003	0	21.3595	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KU686213.1	60206	No terminal repeats	NA	86	11	0.9997	0.0003	4	85.2736	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
JAYNJB010000053.1	7526	No terminal repeats	NA	13	11	0.9997	0.0003	6	21.6486	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
JAGCAI010000053.1	17325	No terminal repeats	NA	26	11	0.9997	0.0003	3	18.8014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796449.1	42072	No terminal repeats	NA	52	11	0.9997	0.0003	11	38.0683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
DMHR01001325.1	3864	No terminal repeats	NA	10	11	0.9997	0.0003	0	12.8095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK041558.1	13363	No terminal repeats	NA	15	11	0.9997	0.0003	2	11.7013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_NGFN01000071.1	28100	No terminal repeats	NA	34	11	0.9997	0.0003	8	40.0173	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAWSTK010000072.1	13151	No terminal repeats	NA	16	11	0.9997	0.0003	6	25.6999	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Kyanoviridae
JAFTXS010000183.1	3916	No terminal repeats	NA	4	11	0.9997	0.0003	1	5.1548	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN038175.1	49831	No terminal repeats	NA	72	11	0.9997	0.0003	12	70.7981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
BK024652.1	14930	No terminal repeats	NA	19	11	0.9997	0.0003	3	11.8232	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MWCK01000012.1	24026	No terminal repeats	NA	26	11	0.9997	0.0003	2	14.0049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
ON615601.1	36920	No terminal repeats	NA	45	11	0.9997	0.0003	10	47.3376	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796956.1	39840	No terminal repeats	NA	53	11	0.9997	0.0003	4	23.7294	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK015140.1	23810	No terminal repeats	NA	19	11	0.9997	0.0003	3	11.2925	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Autographiviridae
NZ_CP022702.1|provirus_28398_62036	33639	Provirus	28398-62036	53	11	0.9997	0.0003	6	38.0890	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048709.1	54288	No terminal repeats	NA	79	11	0.9997	0.0003	10	50.9604	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Straboviridae
NC_048755.1	60668	No terminal repeats	NA	127	11	0.9997	0.0003	6	51.0035	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK034272.1	13380	No terminal repeats	NA	17	11	0.9997	0.0003	2	24.0387	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR797306.1	37831	No terminal repeats	NA	50	11	0.9997	0.0003	1	24.2640	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAGCOX010000010.1	53994	No terminal repeats	NA	94	11	0.9997	0.0003	6	24.0217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_021328.1	60395	No terminal repeats	NA	114	11	0.9997	0.0003	2	21.9594	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Thumleimavirales;
LR881138.1	55490	No terminal repeats	NA	81	11	0.9997	0.0003	15	111.3090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Ackermannviridae
NC_028856.1	55578	No terminal repeats	NA	76	11	0.9997	0.0003	5	99.6037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_042355.1	43193	No terminal repeats	NA	54	11	0.9997	0.0003	6	44.7864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK051214.1	15280	No terminal repeats	NA	26	11	0.9997	0.0003	3	18.4511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796359.1	47345	No terminal repeats	NA	67	11	0.9997	0.0003	3	73.5692	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK032006.1	13913	No terminal repeats	NA	16	11	0.9997	0.0003	2	14.5556	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAQVOC010000001.1	60620	No terminal repeats	NA	69	11	0.9997	0.0003	18	62.6126	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MH884512.1	55091	No terminal repeats	NA	70	11	0.9997	0.0003	10	42.7195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_048767.1	49935	No terminal repeats	NA	81	11	0.9997	0.0003	17	73.2838	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_FNGM01000034.1	32975	No terminal repeats	NA	60	11	0.9997	0.0003	7	35.5888	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK036097.1	51258	No terminal repeats	NA	60	11	0.9997	0.0003	12	61.9618	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR797213.1	58329	No terminal repeats	NA	75	11	0.9997	0.0003	5	40.9870	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796437.1	41766	No terminal repeats	NA	65	11	0.9997	0.0003	11	47.5742	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796750.1	45255	No terminal repeats	NA	52	11	0.9997	0.0003	6	39.8688	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN988519.1	54325	No terminal repeats	NA	70	11	0.9997	0.0003	13	61.8248	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MN908690.1	51736	No terminal repeats	NA	87	11	0.9997	0.0003	5	48.0902	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
KX507045.1	40823	No terminal repeats	NA	72	11	0.9997	0.0003	8	53.1233	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_049970.1	20083	No terminal repeats	NA	27	11	0.9997	0.0003	5	16.7260	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_054148.1	43707	No terminal repeats	NA	62	11	0.9997	0.0003	21	56.3095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
BK045229.1	14998	ITR	NA	18	11	0.9997	0.0003	4	17.8933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZQM01000170.1	12383	No terminal repeats	NA	12	11	0.9997	0.0003	0	18.1684	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NZ_LEEA01000022.1|provirus_25567_61726	36160	Provirus	25567-61726	50	11	0.9997	0.0003	9	61.6656	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
OP073909.1	19411	No terminal repeats	NA	25	11	0.9997	0.0003	6	24.1098	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
RFXA01000023.1	13319	No terminal repeats	NA	32	11	0.9997	0.0003	0	28.7773	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JBAXKL010000202.1	4384	No terminal repeats	NA	6	11	0.9997	0.0003	3	8.0737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_027626.1	29347	No terminal repeats	NA	41	11	0.9997	0.0003	7	65.9060	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR798289.1	58311	No terminal repeats	NA	80	11	0.9997	0.0003	9	50.3523	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
MG592534.1	35811	No terminal repeats	NA	58	11	0.9997	0.0003	13	49.4577	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NHCW01000174.1	14710	No terminal repeats	NA	29	11	0.9997	0.0003	7	40.0981	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
JAOELD010000001.1	60599	No terminal repeats	NA	65	11	0.9997	0.0003	5	87.0319	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
LR796426.1	44740	No terminal repeats	NA	60	11	0.9997	0.0003	6	28.6905	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_028789.1	18609	No terminal repeats	NA	26	11	0.9997	0.0003	8	25.6062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
NC_018270.1	33594	ITR	NA	45	11	0.9997	0.0003	4	19.3876	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;
