Unnamed: 0,Hit,%I,aln_hit,E-value,Bit-Score,len(Qry),len(aln),%aln,Database,Method,TP
2878,WZK92829.1,28.716,592.0,0.0,664.0,619,576.0,0.9305331179321488,nr,PSI-BLAST,CPAdV-2
2879,QGX41978.1,28.405,602.0,0.0,663.0,619,580.0,0.936995153473344,nr,PSI-BLAST,CPAdV-2
2880,QHR77492.1,24.508,661.0,0.0,663.0,619,589.0,0.951534733441034,nr,PSI-BLAST,CPAdV-2
2881,QYW15027.1,27.464,619.0,0.0,663.0,619,590.0,0.9531502423263328,nr,PSI-BLAST,CPAdV-2
2882,NP_064287.1,25.57,614.0,0.0,661.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
2883,YP_009162347.1,27.888,606.0,0.0,661.0,619,589.0,0.951534733441034,nr,PSI-BLAST,CPAdV-2
2884,YP_009373239.1,26.349,630.0,0.0,659.0,619,589.0,0.951534733441034,nr,PSI-BLAST,CPAdV-2
2885,WXG22732.1,28.901,564.0,0.0,657.0,619,545.0,0.8804523424878837,nr,PSI-BLAST,CPAdV-2
2886,P12541.2,25.129,581.0,0.0,657.0,619,556.0,0.8982229402261712,nr,PSI-BLAST,CPAdV-2
2887,YP_009665994.1,63.272,599.0,0.0,655.0,619,593.0,0.9579967689822294,nr,PSI-BLAST,CPAdV-2
2888,AEK79911.1,26.27,571.0,0.0,655.0,619,545.0,0.8804523424878837,nr,PSI-BLAST,CPAdV-2
2889,WRQ19845.1,25.664,565.0,0.0,654.0,619,549.0,0.8869143780290791,nr,PSI-BLAST,CPAdV-2
2890,YP_010790712.1,26.821,604.0,0.0,654.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
2891,YP_007518314.1,24.438,667.0,0.0,653.0,619,589.0,0.951534733441034,nr,PSI-BLAST,CPAdV-2
2892,YP_010790741.1,29.402,602.0,0.0,653.0,619,583.0,0.9418416801292409,nr,PSI-BLAST,CPAdV-2
2893,XIF84270.1,25.237,634.0,0.0,652.0,619,587.0,0.948303715670436,nr,PSI-BLAST,CPAdV-2
2894,NP_047386.1,71.405,598.0,0.0,651.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2895,AWY10568.1,27.769,605.0,0.0,651.0,619,590.0,0.9531502423263328,nr,PSI-BLAST,CPAdV-2
2896,UVZ42948.1,57.072,601.0,0.0,649.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2897,QNQ79209.1,27.656,593.0,0.0,647.0,619,584.0,0.9434571890145396,nr,PSI-BLAST,CPAdV-2
2898,UZF96919.1,27.973,597.0,0.0,646.0,619,586.0,0.9466882067851372,nr,PSI-BLAST,CPAdV-2
2899,XBH23610.1,27.482,564.0,0.0,643.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
2900,YP_004414801.1,67.391,598.0,0.0,641.0,619,593.0,0.9579967689822294,nr,PSI-BLAST,CPAdV-2
2901,YP_004935932.1,63.3,594.0,0.0,640.0,619,591.0,0.9547657512116317,nr,PSI-BLAST,CPAdV-2
2902,WXG22698.1,26.476,559.0,0.0,636.0,619,540.0,0.8723747980613893,nr,PSI-BLAST,CPAdV-2
2903,UZE90035.1,23.295,601.0,0.0,634.0,619,570.0,0.9208400646203554,nr,PSI-BLAST,CPAdV-2
2904,NP_108659.1,27.592,569.0,0.0,634.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
2905,YP_010087258.1,26.55,629.0,0.0,631.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
2906,QRV11644.1,27.936,562.0,0.0,631.0,619,545.0,0.8804523424878837,nr,PSI-BLAST,CPAdV-2
2907,NP_062436.1,48.953,621.0,0.0,624.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2908,WXG22478.1,27.383,577.0,0.0,623.0,619,549.0,0.8869143780290791,nr,PSI-BLAST,CPAdV-2
2909,AGU01647.1,59.596,594.0,0.0,619.0,619,593.0,0.9579967689822294,nr,PSI-BLAST,CPAdV-2
2910,NP_046315.1,26.524,607.0,0.0,619.0,619,568.0,0.9176090468497576,nr,PSI-BLAST,CPAdV-2
2911,XCK17000.1,25.291,601.0,0.0,612.0,619,545.0,0.8804523424878837,nr,PSI-BLAST,CPAdV-2
2912,QZW33688.1,60.348,575.0,0.0,610.0,619,573.0,0.925686591276252,nr,PSI-BLAST,CPAdV-2
2913,BAA76963.1,25.624,601.0,0.0,608.0,619,570.0,0.9208400646203554,nr,PSI-BLAST,CPAdV-2
2914,QSV39475.1,31.373,612.0,0.0,608.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
2915,DBA48924.1,28.467,548.0,0.0,606.0,619,536.0,0.8659127625201939,nr,PSI-BLAST,CPAdV-2
2916,YP_009388312.1,28.214,560.0,0.0,598.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
2917,YP_009508601.1,28.464,664.0,0.0,594.0,619,614.0,0.9919224555735056,nr,PSI-BLAST,CPAdV-2
2918,WXG22927.1,29.13,563.0,0.0,593.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
2919,WZB38155.1,27.273,539.0,0.0,592.0,619,525.0,0.8481421647819063,nr,PSI-BLAST,CPAdV-2
2920,NP_077390.1,29.822,617.0,0.0,591.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
2921,NP_659516.1,31.27,614.0,0.0,590.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
2922,YP_009414576.1,29.935,618.0,0.0,584.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
2923,YP_007346999.1,30.146,617.0,0.0,582.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
2924,XBY87759.1,27.273,671.0,0.0,574.0,619,610.0,0.9854604200323102,nr,PSI-BLAST,CPAdV-2
2925,YP_009047156.1,29.421,622.0,0.0,569.0,619,586.0,0.9466882067851372,nr,PSI-BLAST,CPAdV-2
2926,YP_010796273.1,25.5,600.0,0.0,563.0,619,543.0,0.877221324717286,nr,PSI-BLAST,CPAdV-2
2927,QJP03672.1,26.935,672.0,0.0,563.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2928,YP_008719853.1,29.16,631.0,0.0,562.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
2929,WXH80975.1,28.189,635.0,0.0,559.0,619,590.0,0.9531502423263328,nr,PSI-BLAST,CPAdV-2
2930,QCC26475.1,25.719,661.0,0.0,556.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
2931,YP_008719821.1,28.067,652.0,0.0,550.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
2932,UKS51808.1,29.296,611.0,0.0,550.0,619,571.0,0.9224555735056544,nr,PSI-BLAST,CPAdV-2
2933,DBA49230.1,30.933,611.0,0.0,549.0,619,582.0,0.9402261712439418,nr,PSI-BLAST,CPAdV-2
2934,YP_003933582.1,28.899,654.0,0.0,549.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
2935,QTH80085.2,29.968,624.0,0.0,541.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2936,YP_002822208.1,28.18,621.0,0.0,539.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
2937,YP_010799986.1,26.358,626.0,0.0,538.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
2938,QQD36934.1,27.483,604.0,0.0,536.0,619,563.0,0.9095315024232632,nr,PSI-BLAST,CPAdV-2
2939,YP_001552248.1,29.16,631.0,0.0,535.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2940,WRQ19809.1,28.333,600.0,0.0,534.0,619,589.0,0.951534733441034,nr,PSI-BLAST,CPAdV-2
2941,YP_006383557.1,28.25,623.0,1.11e-180,534.0,619,587.0,0.948303715670436,nr,PSI-BLAST,CPAdV-2
2942,XHO48019.1,27.932,648.0,3.04e-180,537.0,619,583.0,0.9418416801292409,nr,PSI-BLAST,CPAdV-2
2943,YP_009047095.1,28.834,652.0,3.64e-179,531.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2944,YP_010790674.1,28.451,594.0,1.57e-178,529.0,619,542.0,0.875605815831987,nr,PSI-BLAST,CPAdV-2
2945,YP_009112717.1,30.858,606.0,6.88e-178,527.0,619,571.0,0.9224555735056544,nr,PSI-BLAST,CPAdV-2
2946,QUS52947.1,28.376,659.0,5.63e-177,529.0,619,603.0,0.974151857835218,nr,PSI-BLAST,CPAdV-2
2947,BCZ16696.1,28.943,577.0,9.66e-175,518.0,619,540.0,0.8723747980613893,nr,PSI-BLAST,CPAdV-2
2948,AIS19786.1,29.0,600.0,1.68e-174,521.0,619,559.0,0.903069466882068,nr,PSI-BLAST,CPAdV-2
2949,YP_009051655.1,28.185,628.0,2.86e-174,518.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
2950,YP_009310430.1,30.843,629.0,4.37e-174,518.0,619,597.0,0.9644588045234248,nr,PSI-BLAST,CPAdV-2
2951,YP_010798521.1,27.559,635.0,5.27e-174,519.0,619,590.0,0.9531502423263328,nr,PSI-BLAST,CPAdV-2
2952,NP_043879.1,29.895,572.0,1.06e-173,515.0,619,536.0,0.8659127625201939,nr,PSI-BLAST,CPAdV-2
2953,NP_015538.1,25.884,622.0,1.22e-173,518.0,619,591.0,0.9547657512116317,nr,PSI-BLAST,CPAdV-2
2954,NP_050282.1,28.339,614.0,2.71e-169,506.0,619,562.0,0.9079159935379644,nr,PSI-BLAST,CPAdV-2
2955,WPS63612.1,27.653,622.0,2.98e-169,505.0,619,579.0,0.9353796445880452,nr,PSI-BLAST,CPAdV-2
2956,DBA47500.1,27.483,604.0,2.03e-167,500.0,619,569.0,0.9192245557350566,nr,PSI-BLAST,CPAdV-2
2957,NP_044703.1,30.897,602.0,2.48e-167,499.0,619,573.0,0.925686591276252,nr,PSI-BLAST,CPAdV-2
2958,AYC35462.1,28.197,610.0,6.260000000000001e-167,500.0,619,548.0,0.8852988691437803,nr,PSI-BLAST,CPAdV-2
2959,BBJ21541.1,27.464,619.0,4.9e-163,489.0,619,585.0,0.9450726978998384,nr,PSI-BLAST,CPAdV-2
2960,WJJ54608.1,27.788,547.0,6.89e-154,463.0,619,510.0,0.8239095315024233,nr,PSI-BLAST,CPAdV-2
2961,YP_004123739.1,20.921,717.0,6.52e-137,427.0,619,586.0,0.9466882067851372,nr,PSI-BLAST,CPAdV-2
2962,WMQ77644.1,30.019,523.0,6.31e-136,417.0,619,504.0,0.81421647819063,nr,PSI-BLAST,CPAdV-2
2963,QOV03173.1,26.316,361.0,3.87e-129,401.0,619,341.0,0.5508885298869144,nr,PSI-BLAST,CPAdV-2
2964,AGT76236.1,23.753,421.0,4.46e-128,393.0,619,384.0,0.6203554119547657,nr,PSI-BLAST,CPAdV-2
2965,XEQ86939.1,25.0,384.0,1.86e-124,383.0,619,360.0,0.5815831987075929,nr,PSI-BLAST,CPAdV-2
2966,UPO25000.1,26.895,554.0,3.81e-124,388.0,619,496.0,0.8012924071082391,nr,PSI-BLAST,CPAdV-2
2967,QWK52450.1,27.603,413.0,7.06e-118,367.0,619,380.0,0.6138933764135702,nr,PSI-BLAST,CPAdV-2
2968,QIJ58559.1,23.625,309.0,1.06e-107,339.0,619,297.0,0.4798061389337641,nr,PSI-BLAST,CPAdV-2
2969,XGR28300.1,23.826,298.0,2.52e-106,343.0,619,271.0,0.4378029079159935,nr,PSI-BLAST,CPAdV-2
2970,XGR28300.1,17.544,57.0,1.07e-11,80.3,619,57.0,0.0920840064620355,nr,PSI-BLAST,CPAdV-2
2971,QOV03172.1,26.522,230.0,1.7900000000000002e-105,329.0,619,223.0,0.3602584814216478,nr,PSI-BLAST,CPAdV-2
2972,QEJ80752.1,20.813,615.0,9.42e-102,331.0,619,580.0,0.936995153473344,nr,PSI-BLAST,CPAdV-2
2973,YP_010796998.1,23.704,675.0,2.51e-97,322.0,619,578.0,0.9337641357027464,nr,PSI-BLAST,CPAdV-2
2974,UAW96080.1,26.577,222.0,2.31e-93,316.0,619,215.0,0.3473344103392569,nr,PSI-BLAST,CPAdV-2
2975,UAW96080.1,14.968,314.0,1.24e-61,230.0,619,266.0,0.4297253634894992,nr,PSI-BLAST,CPAdV-2
2976,UZV41723.1,23.214,280.0,3.93e-93,310.0,619,261.0,0.4216478190630048,nr,PSI-BLAST,CPAdV-2
2977,UZV41723.1,19.767,172.0,4.56e-47,186.0,619,165.0,0.2665589660743134,nr,PSI-BLAST,CPAdV-2
2978,AOC84064.1,26.969,419.0,2.27e-91,308.0,619,399.0,0.6445880452342488,nr,PSI-BLAST,CPAdV-2
2979,AOC84064.1,25.68,331.0,8.86e-65,237.0,619,284.0,0.4588045234248788,nr,PSI-BLAST,CPAdV-2
2980,QGZ10481.1,74.468,188.0,6.57e-90,286.0,619,188.0,0.3037156704361874,nr,PSI-BLAST,CPAdV-2
2981,QJC19248.1,33.333,201.0,4.76e-84,287.0,619,198.0,0.3198707592891761,nr,PSI-BLAST,CPAdV-2
2982,WGL40795.1,33.019,212.0,2.92e-82,283.0,619,209.0,0.3376413570274637,nr,PSI-BLAST,CPAdV-2
2983,WGL40795.1,29.193,161.0,1.87e-35,153.0,619,159.0,0.2568659127625202,nr,PSI-BLAST,CPAdV-2
2984,WGL40795.1,21.656,157.0,2.68e-10,76.1,619,128.0,0.2067851373182552,nr,PSI-BLAST,CPAdV-2
2985,AAA42522.1,26.768,198.0,4.39e-79,259.0,619,194.0,0.3134087237479806,nr,PSI-BLAST,CPAdV-2
2986,AGT76449.1,18.408,201.0,9.84e-72,240.0,619,193.0,0.3117932148626817,nr,PSI-BLAST,CPAdV-2
2987,YP_010790523.1,31.726,394.0,3.51e-71,254.0,619,360.0,0.5815831987075929,nr,PSI-BLAST,CPAdV-2
2988,YP_010790523.1,32.353,238.0,1.26e-54,208.0,619,235.0,0.3796445880452342,nr,PSI-BLAST,CPAdV-2
2989,ANA50312.1,25.455,330.0,5.870000000000002e-66,238.0,619,284.0,0.4588045234248788,nr,PSI-BLAST,CPAdV-2
2990,XEQ86940.1,31.915,141.0,1.89e-61,211.0,619,138.0,0.2229402261712439,nr,PSI-BLAST,CPAdV-2
2991,WWQ49653.1,30.412,194.0,1.49e-60,210.0,619,192.0,0.3101777059773828,nr,PSI-BLAST,CPAdV-2
2992,AWN56768.1,31.373,102.0,5.680000000000001e-43,160.0,619,101.0,0.1631663974151858,nr,PSI-BLAST,CPAdV-2
2993,ASP44408.1,43.956,91.0,8.600000000000001e-37,143.0,619,91.0,0.1470113085621971,nr,PSI-BLAST,CPAdV-2
2994,APQ44760.1,28.07,114.0,3.56e-36,142.0,619,108.0,0.1744749596122778,nr,PSI-BLAST,CPAdV-2
2995,APQ44768.1,36.082,97.0,3.41e-33,133.0,619,95.0,0.1534733441033925,nr,PSI-BLAST,CPAdV-2
2996,QOJ53941.1,17.504,577.0,1.18e-25,123.0,619,512.0,0.827140549273021,nr,PSI-BLAST,CPAdV-2
2997,WWP49494.1,21.803,610.0,1.1200000000000001e-22,115.0,619,578.0,0.9337641357027464,nr,PSI-BLAST,CPAdV-2
2998,WBV74349.1,26.866,67.0,9.98e-15,81.1,619,65.0,0.1050080775444265,nr,PSI-BLAST,CPAdV-2
2999,USL85445.1,31.852,135.0,2.85e-14,81.5,619,132.0,0.2132471728594507,nr,PSI-BLAST,CPAdV-2
3000,BBE29335.1,27.332,611.0,0.0,767.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3001,NP_040854.1,27.492,622.0,0.0,761.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3002,NP_044190.1,27.303,608.0,0.0,757.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3003,YP_009325337.1,26.557,610.0,0.0,750.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3004,ALB78183.1,99.354,619.0,0.0,749.0,619,619.0,1.0,nr,PSI-BLAST,CPAdV-2
3005,ABH01045.1,27.17,622.0,0.0,749.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3006,APD78427.1,25.41,610.0,0.0,747.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
3007,AZI15564.1,26.494,619.0,0.0,746.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3008,AGT75466.1,26.754,613.0,0.0,744.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3009,AP_000051.1,27.258,609.0,0.0,743.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3010,QRV11652.1,26.809,608.0,0.0,734.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3011,AFD22004.1,26.382,633.0,0.0,734.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3012,XBH23588.1,27.621,601.0,0.0,733.0,619,587.0,0.948303715670436,nr,PSI-BLAST,CPAdV-2
3013,YP_009109574.1,26.547,614.0,0.0,732.0,619,589.0,0.951534733441034,nr,PSI-BLAST,CPAdV-2
3014,YP_009704123.1,26.437,609.0,0.0,730.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
3015,YP_009174146.1,26.731,621.0,0.0,730.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
3016,YP_010790601.1,26.929,609.0,0.0,729.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3017,ADZ39805.1,25.719,626.0,0.0,728.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3018,YP_009032608.1,27.896,613.0,0.0,726.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3019,YP_009389491.1,27.796,608.0,0.0,726.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3020,DBA50534.1,26.299,616.0,0.0,726.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3021,AAW33116.1,26.837,626.0,0.0,723.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
3022,YP_007518071.1,25.837,627.0,0.0,722.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3023,WXG22655.1,25.932,644.0,0.0,722.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
3024,AQQ73626.1,28.033,610.0,0.0,722.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3025,WXG22591.1,28.642,604.0,0.0,722.0,619,591.0,0.9547657512116317,nr,PSI-BLAST,CPAdV-2
3026,WXG22947.1,28.385,613.0,0.0,722.0,619,591.0,0.9547657512116317,nr,PSI-BLAST,CPAdV-2
3027,ACZ92149.2,27.362,614.0,0.0,721.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3028,DBA51401.1,28.596,591.0,0.0,721.0,619,577.0,0.9321486268174476,nr,PSI-BLAST,CPAdV-2
3029,WGN96457.1,29.364,613.0,0.0,719.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3030,YP_009162589.1,26.678,611.0,0.0,717.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3031,YP_009272543.1,28.595,612.0,0.0,717.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3032,WRQ19827.1,27.891,588.0,0.0,716.0,619,577.0,0.9321486268174476,nr,PSI-BLAST,CPAdV-2
3033,AAS10433.1,26.667,615.0,0.0,715.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
3034,ALE30461.1,26.875,640.0,0.0,715.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3035,NP_040518.2,24.653,649.0,0.0,714.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3036,YP_068061.1,26.929,609.0,0.0,712.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3037,YP_009505687.1,27.049,610.0,0.0,712.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3038,DBA47008.1,26.066,633.0,0.0,712.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3039,WBV74353.1,26.981,593.0,0.0,711.0,619,576.0,0.9305331179321488,nr,PSI-BLAST,CPAdV-2
3040,YP_009328903.1,25.361,623.0,0.0,708.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
3041,WZK92860.1,27.632,608.0,0.0,707.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
3042,YP_009272876.1,27.541,610.0,0.0,704.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3043,YP_094033.1,25.733,614.0,0.0,703.0,619,593.0,0.9579967689822294,nr,PSI-BLAST,CPAdV-2
3044,YP_009162347.1,25.535,607.0,0.0,699.0,619,590.0,0.9531502423263328,nr,PSI-BLAST,CPAdV-2
3045,YP_009272923.1,25.78,609.0,0.0,699.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3046,NP_064287.1,24.715,615.0,0.0,698.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3047,QYW15027.1,27.302,619.0,0.0,698.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
3048,YP_010798145.1,69.384,601.0,0.0,696.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3049,YP_009373239.1,26.382,633.0,0.0,693.0,619,597.0,0.9644588045234248,nr,PSI-BLAST,CPAdV-2
3050,WZK92829.1,28.716,592.0,0.0,691.0,619,576.0,0.9305331179321488,nr,PSI-BLAST,CPAdV-2
3051,QGX41978.1,27.852,596.0,0.0,690.0,619,581.0,0.938610662358643,nr,PSI-BLAST,CPAdV-2
3052,WXG22732.1,28.369,564.0,0.0,688.0,619,552.0,0.8917609046849758,nr,PSI-BLAST,CPAdV-2
3053,YP_010790712.1,26.48,608.0,0.0,686.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3054,QIJ58769.1,69.767,602.0,0.0,686.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3055,QHR77492.1,24.769,650.0,0.0,685.0,619,585.0,0.9450726978998384,nr,PSI-BLAST,CPAdV-2
3056,AWY10568.1,27.063,606.0,0.0,682.0,619,591.0,0.9547657512116317,nr,PSI-BLAST,CPAdV-2
3057,YP_010790741.1,29.139,604.0,0.0,680.0,619,590.0,0.9531502423263328,nr,PSI-BLAST,CPAdV-2
3058,P12541.2,24.87,579.0,0.0,678.0,619,561.0,0.9063004846526656,nr,PSI-BLAST,CPAdV-2
3059,AEK79911.1,26.186,569.0,0.0,676.0,619,550.0,0.8885298869143781,nr,PSI-BLAST,CPAdV-2
3060,XIF84270.1,25.159,628.0,0.0,676.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
3061,UZF96919.1,27.243,602.0,0.0,676.0,619,594.0,0.9596122778675282,nr,PSI-BLAST,CPAdV-2
3062,WRQ19845.1,25.267,562.0,0.0,673.0,619,552.0,0.8917609046849758,nr,PSI-BLAST,CPAdV-2
3063,XBH23610.1,27.482,564.0,0.0,672.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
3064,WXG22698.1,26.381,561.0,0.0,671.0,619,547.0,0.8836833602584814,nr,PSI-BLAST,CPAdV-2
3065,YP_007518314.1,24.738,667.0,0.0,670.0,619,589.0,0.951534733441034,nr,PSI-BLAST,CPAdV-2
3066,QNQ79209.1,27.349,596.0,0.0,668.0,619,584.0,0.9434571890145396,nr,PSI-BLAST,CPAdV-2
3067,NP_108659.1,26.465,563.0,0.0,661.0,619,552.0,0.8917609046849758,nr,PSI-BLAST,CPAdV-2
3068,YP_010087258.1,26.868,629.0,0.0,656.0,619,588.0,0.9499192245557352,nr,PSI-BLAST,CPAdV-2
3069,WXG22478.1,27.174,552.0,0.0,656.0,619,540.0,0.8723747980613893,nr,PSI-BLAST,CPAdV-2
3070,QRV11644.1,27.709,563.0,0.0,653.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
3071,NP_046315.1,25.859,611.0,0.0,649.0,619,576.0,0.9305331179321488,nr,PSI-BLAST,CPAdV-2
3072,YP_009665994.1,62.914,604.0,0.0,649.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3073,UZE90035.1,22.72,603.0,0.0,644.0,619,577.0,0.9321486268174476,nr,PSI-BLAST,CPAdV-2
3074,BAA76963.1,25.7,607.0,0.0,643.0,619,574.0,0.9273021001615508,nr,PSI-BLAST,CPAdV-2
3075,DBA48924.1,28.467,548.0,0.0,635.0,619,536.0,0.8659127625201939,nr,PSI-BLAST,CPAdV-2
3076,UVZ42948.1,57.072,601.0,0.0,633.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3077,NP_047386.1,71.405,598.0,0.0,630.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3078,XCK17000.1,25.041,607.0,0.0,630.0,619,545.0,0.8804523424878837,nr,PSI-BLAST,CPAdV-2
3079,YP_004414801.1,66.998,603.0,0.0,630.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3080,NP_062436.1,48.792,621.0,0.0,628.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3081,YP_009508601.1,27.286,667.0,0.0,627.0,619,615.0,0.9935379644588044,nr,PSI-BLAST,CPAdV-2
3082,YP_009388312.1,27.857,560.0,0.0,626.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
3083,YP_004935932.1,63.193,595.0,0.0,623.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
3084,WZB38155.1,27.273,539.0,0.0,621.0,619,525.0,0.8481421647819063,nr,PSI-BLAST,CPAdV-2
3085,WXG22927.1,28.064,563.0,0.0,619.0,619,551.0,0.8901453957996769,nr,PSI-BLAST,CPAdV-2
3086,QSV39475.1,31.046,612.0,0.0,616.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3087,NP_659516.1,31.169,616.0,0.0,608.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3088,QZW33688.1,59.862,578.0,0.0,606.0,619,576.0,0.9305331179321488,nr,PSI-BLAST,CPAdV-2
3089,AGU01647.1,59.428,594.0,0.0,603.0,619,593.0,0.9579967689822294,nr,PSI-BLAST,CPAdV-2
3090,NP_077390.1,29.984,617.0,0.0,601.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3091,YP_009414576.1,30.0,620.0,0.0,597.0,619,598.0,0.9660743134087236,nr,PSI-BLAST,CPAdV-2
3092,YP_007346999.1,30.308,617.0,0.0,594.0,619,596.0,0.962843295638126,nr,PSI-BLAST,CPAdV-2
3093,YP_008719853.1,29.002,631.0,0.0,593.0,619,595.0,0.9612277867528272,nr,PSI-BLAST,CPAdV-2
3094,YP_010796273.1,24.585,602.0,0.0,593.0,619,552.0,0.8917609046849758,nr,PSI-BLAST,CPAdV-2
3095,XBY87759.1,26.826,671.0,0.0,591.0,619,611.0,0.9870759289176092,nr,PSI-BLAST,CPAdV-2
3096,QJP03672.1,26.324,661.0,0.0,590.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
3097,YP_008719821.1,26.584,647.0,0.0,585.0,619,592.0,0.9563812600969306,nr,PSI-BLAST,CPAdV-2
3098,WXH80975.1,27.76,634.0,0.0,585.0,619,590.0,0.9531502423263328,nr,PSI-BLAST,CPAdV-2
